id,name,domain,website,industry,segmento,country,state,city,num_associated_contacts,num_associated_deals,lifecyclestage,sources
33480412946,Agência People,people.etc.br,people.etc.br,,Mídia e Conteúdo,,,,11,10,1246600764,name-agencia
33803203508,Agência Performance,,,,Mídia e Conteúdo,,,,1,1,,name-agencia
33673847582,Agência Pericoco,pericoco.com.br,pericoco.com.br,,Mídia e Conteúdo,,,,3,1,,name-agencia
33002269873,Agência PHANT,agenciaphant.com.br,agenciaphant.com.br,,,,,,2,1,,name-agencia
33657327157,Agência Philmore,philmore.com.br,philmore.com.br,,Mídia e Conteúdo,,,,1,,,name-agencia
39600658967,Agência Plano Marketing,agenciaplanomarketing.com,agenciaplanomarketing.com,,,,,,1,1,,name-agencia|name-mkt
33587117932,Agência Platinum Brasil,br.pg.com,https://br.pg.com/,,Varejo e Comércio,,,,1,,,name-agencia
33550039140,Agência Play,agenciaplay.co,agenciaplay.co,,Mídia e Conteúdo,,,,4,6,1246600764,name-agencia
33589331054,Agência Plena Comunicação,,,,Mídia e Conteúdo,,,,1,1,,name-agencia|name-mkt
33479328408,Agência Plug,agenciaplug.com.br,agenciaplug.com.br,,,,,,6,4,,name-agencia
33516968022,Agência Popi,popi.ag,popi.ag,,Mídia e Conteúdo,,,,4,4,1246600764,name-agencia
33515274558,Agencia Porto,,,,Mídia e Conteúdo,,,,2,2,,name-agencia
33582689680,Agencia Preta PR,,,,Mídia e Conteúdo,,,,1,,,name-agencia
33742637682,Agência Procópio,,,,Mídia e Conteúdo,,,,1,3,,name-agencia
33792672596,Agência Produtiva Guru,,,,,,,,1,1,,name-agencia
34894954773,AGENCIA PROLEZO,prolezo.com.br,https://iguaba.rj.gov.br/,,Público / Governo,,,,2,3,1246600764,name-agencia
33508849515,Agência Promo,superaholding.com.br,superaholding.com.br,,,,,,1,1,,name-agencia
33742638149,Agência PromoAction,,,,Mídia e Conteúdo,,,,1,2,,name-agencia
39589220660,Agência PRP,prp.com.br,prp.com.br,,Mídia e Conteúdo,,,,2,3,,name-agencia
33657844854,Agência PUB,agencia.pub,agencia.pub,,Mídia e Conteúdo,,,,1,,,name-agencia|domain-agencia
33668728100,Agência Pública,apublica.org,apublica.org,,Mídia e Conteúdo,,,,1,,,name-agencia
33509928015,Agência Pulsa,agenciapulsa.com.br,agenciapulsa.com.br,,Mídia e Conteúdo,,,,1,2,,name-agencia
33672769870,Agência Punto,agenciapunto.com.br,agenciapunto.com.br,,Mídia e Conteúdo,,,,1,,,name-agencia
33742704521,Agência R2C,,,,,,,,2,4,customer,name-agencia
52068830989,Agência R8 Live,santander.com.br,https://www.santander.com.br/,,Financeiro,,,,8,12,customer,name-agencia
34906925197,Agência Rabisco,agenciarabisco.com.br,agenciarabisco.com.br,,,,,,1,1,customer,name-agencia
34820390692,Agência RAP,agenciarap.com,agenciarap.com,,Mídia e Conteúdo,,,,1,2,,name-agencia
33753937536,Agência Refresh,,,,,,,,1,1,,name-agencia
33759038123,Agência Reis Eventos,,,,Serviços Administrativos,,,,1,3,1246600764,name-agencia
33794116515,agência Rem Marketing,,,,Mídia e Conteúdo,,,,1,1,,name-agencia|name-mkt
33942250903,Agência Rock Comunicação,,,,Mídia e Conteúdo,,,,3,5,,name-agencia|name-mkt
33665686687,Agência Rocket,rocketcom.com.br,rocketcom.com.br,,Mídia e Conteúdo,,,,1,1,,name-agencia
34902648106,Agência RTW Brasil,rtwbrasil.com.br,rtwbrasil.com.br,,Varejo e Comércio,,,,1,,,name-agencia
33770079085,Agência S2,,,,,,,,1,1,,name-agencia
48566328111,Agência Sabiá,agenciasabia.com.br,agenciasabia.com.br,,Mídia e Conteúdo,,,,1,,subscriber,name-agencia
33671381684,Agência SALA,agenciasala.com.br,agenciasala.com.br,,Mídia e Conteúdo,,,,1,,,name-agencia
33758731603,Agência Selu,,,,,,,,1,1,,name-agencia
35582632873,Agência Sete,agenciasete.net,agenciasete.net,,Mídia e Conteúdo,,,,1,1,,name-agencia
39710149036,Agência Sete Dígitos,setedigitos.com,setedigitos.com,,Serviços Administrativos,,,,1,,,name-agencia
33654537882,Agência Simax Eventos,simax.com.br,simax.com.br,,,,,,1,2,,name-agencia
32809105835,Agência Simple Comunicação,agsimple.com.br,agsimple.com.br,,Mídia e Conteúdo,,,,1,,,name-agencia|name-mkt
33675416141,Agência SISTERS,agenciasisters.com.br,agenciasisters.com.br,,Mídia e Conteúdo,,,,1,,,name-agencia
33072428112,Agência Smash,agsmash.com.br,ifood.com.br,,Alimentação e Hospitalidade,,,,9,22,1246600764,name-agencia
33495371567,Agência Solis,agenciasolis.com.br,agenciasolis.com.br,,Mídia e Conteúdo,,,,3,5,1246600764,name-agencia
44446672012,Agência Sophya,sophya.com.br,sophya.com.br,,,,,,1,,,name-agencia
33074033452,Agência Soulve Marketing,soulve.com.br,soulve.com.br,,,,,,1,1,,name-agencia|name-mkt
33674641296,Agência Speed360,speed360.com.br,speed360.com.br,,Mídia e Conteúdo,,,,1,,,name-agencia
34900263526,Agência STARMKT,starmkt.com.br,starmkt.com.br,,Mídia e Conteúdo,,,,2,,,name-agencia
33668418066,Agencia Subido,autoprensa.com,autoprensa.com,,,,,,1,,,name-agencia
33742704509,Agência Supernovah,,,,,,,,1,1,,name-agencia
38974632985,Agência Surto,agenciasurto.com,agenciasurto.com,,,,,,2,1,,name-agencia
34914434068,Agencia Tamanduá,agenciatamandua.com.br,agenciatamandua.com.br,,,,,,1,,,name-agencia
33582213650,Agência Teodora,teodorarp.com.br,teodorarp.com.br,,,,,,1,,,name-agencia
34077469068,Agencia Terrua,agenciaterrua.com.br,https://www.bb.com.br/site/,,Financeiro,,,,9,15,1246600764,name-agencia
34903254304,Agência Tipo,agenciatipo.com.br,agenciatipo.com.br,,Mídia e Conteúdo,,,,1,,,name-agencia
34033746502,Agencia Tittanium,,,,Mídia e Conteúdo,,,,1,1,,name-agencia
33791700995,AGÊNCIA TM1,,,,,,,,1,1,1062353184,name-agencia
39582569240,Agência To Think,tothink.com.br,tothink.com.br,,,,,,3,3,,name-agencia
53715274619,Agência Tribo,agenciatribo.com.br,agenciatribo.com.br,,,,,,1,,1062353184,name-agencia
33500490024,Agência Trilhas,agenciatrilhas.com.br,agenciatrilhas.com.br,,Mídia e Conteúdo,,,,4,5,1246600764,name-agencia
33668109622,Agência UaiFire,uaifire.com,uaifire.com,,Mídia e Conteúdo,,,,1,,,name-agencia
33753626657,Agência Ubuntu,,,,Mídia e Conteúdo,,,,1,1,,name-agencia
33082102389,Agencia Um,agenciaum.ag,agenciaum.ag,,Mídia e Conteúdo,,,,1,,,name-agencia
33077203729,Agência Um,agenciaum.com.br,agenciaum.com.br,,,,,,5,3,,name-agencia
33794288460,AGENCIA UM.A,,,,,,,,2,2,,name-agencia
33787160157,Agência Uma.a,,,,,,,,1,1,,name-agencia
33495371267,Agência Union,agenciaunion.com,agenciaunion.com,,Mídia e Conteúdo,,,,2,2,,name-agencia
39586277166,Agência Universus,agenciauniversus.com.br,agenciauniversus.com.br,BROADCAST_MEDIA,,Brazil,,,2,4,,name-agencia
33658929194,Agência Varanda,varanda360.com.br,varanda360.com.br,,,,,,1,,,name-agencia
33074497174,Agência Vianews,vianews.com.br,vianews.com.br,,Mídia e Conteúdo,,,,1,,,name-agencia
33660769699,Agência Vilaça,agenciavilaca.com.br,agenciavilaca.com.br,,Mídia e Conteúdo,,,,1,,,name-agencia
33796647975,Agencia Vip Palestras,,,,Serviços Administrativos,,,,1,1,,name-agencia
33787160150,Agencia Vo2,,,,Mídia e Conteúdo,,,,1,1,,name-agencia
40379517528,Agência Vogue,agenciavogue.com.br,agenciavogue.com.br,MARKETING_AND_ADVERTISING,Mídia e Conteúdo,Brazil,,,2,1,,industry|name-agencia
33660769807,Agência VUFT,vuft.com.br,vuft.com.br,,Mídia e Conteúdo,,,,3,1,,name-agencia
37562455622,Agência W2M,agw2m.com.br,agw2m.com.br,,,,,,1,,,name-agencia
33051699311,Agência We,we.com.br,we.com.br,,Mídia e Conteúdo,,,,2,,,name-agencia
33677023364,Agencia Web Brasil,agenciawebbahia.com.br,agenciawebbahia.com.br,,,,,,1,,,name-agencia
33072735871,Agência Y2,agenciay2.com.br,agenciay2.com.br,,Mídia e Conteúdo,,,,2,1,,name-agencia
38745703777,Agencia Yall,,,,Mídia e Conteúdo,,,,1,1,,name-agencia
33764281889,Agência YHUU,,,,Mídia e Conteúdo,,,,1,2,1246600764,name-agencia
52817303328,Agência Zooba,zooba.com.br,zooba.com.br,,,,,,7,8,customer,name-agencia
33803512321,agência ZR,,,,,,,,1,1,,name-agencia
34929444021,agencia.com.br,agencia.com.br,agencia.com.br,,,,,,1,,,name-agencia|domain-agencia
34935056779,Agenzia Comunicacao,agenziacomunicacao.com.br,agenziacomunicacao.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
33667954330,Agile Comunicação,agile.com.br,agile.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
33056033115,Agilità Propaganda,agilita.com,agilita.com,,Mídia e Conteúdo,,,,1,,,name-mkt
39582879086,Agilitas,agilitas.com.br,agilitas.com.br,MARKETING_AND_ADVERTISING,,Brazil,,,1,4,,industry
33589952888,AGIR - Agência de Desenvolvimento de Santo Ângelo,,https://www.instagram.com/agir.sa/,,Mídia e Conteúdo,,,,2,1,,name-agencia
33493978201,Agro Agência Assessoria,agroa.com.br,agroa.com.br,,Mídia e Conteúdo,,,,1,3,1246600764,name-agencia
33766139202,AHAM Agência Criativa,,,,,,,,3,2,,name-agencia
33658154522,AIMAGRO /Agency International Marketing Agriculture,aimagro.com,aimagro.com,,,,,,1,,,name-agencia|name-mkt
33072736555,Air Midia Digital,airmidiadigital.com,airmidiadigital.com,,Mídia e Conteúdo,,,,1,,,name-mkt
33751203590,Aki Marketing,,,,,,,,1,1,,name-mkt
33052471370,Aki Marketing 360°,akiagencia.com.br,akiagencia.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
33939034954,ÁLAMO COMUNICAÇÃO,,,,,,,,1,3,,name-mkt
33766757743,Alimentos Mídia e Serviços Ltda,,,,,,,,1,1,,name-mkt
36956339856,Alkimia Agência de Marketing Digital,alkimiaagenca.com.br,alkimiaagenca.com.br,,,,,,1,,,name-agencia|name-mkt
36977814346,Alkimia Agência de Marketing Digital,alkimiaagencia.cm.br,alkimiaagencia.cm.br,,,,,,1,,,name-agencia|name-mkt
39588600241,All Set Comunicação,allsetcomunicacao.com.br,allsetcomunicacao.com.br,COMPUTER_SOFTWARE,Mídia e Conteúdo,Brazil,,,1,1,,name-mkt
37171838556,Amazone Marketing,amazonemarketing.com.br,amazonemarketing.com.br,,Mídia e Conteúdo,,,,1,1,,name-mkt
32789238076,Amendoim Comunicação,amendoimcomunicacao.com,amendoimcomunicacao.com,,Mídia e Conteúdo,,,,1,,,name-mkt
39584576880,AMMAX - Marketing Imobiliário,ammax.com.br,ammax.com.br,,Mídia e Conteúdo,,,,1,1,,name-mkt
33506558786,AMP Propaganda,amppropaganda.com.br,amppropaganda.com.br,,Mídia e Conteúdo,,,,3,1,,name-mkt
39595839531,ampfy,ampfy.com,ampfy.com,MARKETING_AND_ADVERTISING,Mídia e Conteúdo,Brazil,Sao Paulo,Vila Madalena,1,1,,industry
39587981431,Ampla Comunicação,ampla.com.br,ampla.com.br,MARKETING_AND_ADVERTISING,,Brazil,Espirito Santo,,1,1,,industry|name-mkt
33786883767,Ampla Marketing Promocional,,,,Mídia e Conteúdo,,,,1,1,,name-mkt
47185105797,Âncora Comunicação,ancoracomunicacao.com.br,ancoracomunicacao.com.br,,Serviços Administrativos,,,,1,1,,name-mkt
33082871100,Ânggulo Comunicação Estratégica,anggulo.com.br,anggulo.com.br,,Serviços Administrativos,,,,6,3,,name-mkt
44372335369,ANS Marketing,ansmarketing.com.br,ansmarketing.com.br,,Mídia e Conteúdo,,,,1,2,,name-mkt
34929444202,Antares Comunicação,antarescom.com.br,antarescom.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
39596923932,Antonicelli Produções,antonicelli.com.br,antonicelli.com.br,MARKETING_AND_ADVERTISING,Serviços Administrativos,Brazil,,,1,2,,industry
33659685471,Ap Video Comunicacao,apcomunicacao.com.br,apcomunicacao.com.br,,,,,,1,1,,name-mkt
33662781513,Ápice Comunicação,apicecom.com.br,apicecom.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
53355688475,Apolo Marketing Digital,apolomarkerting.digital,apolomarkerting.digital,,,,,,1,,1062353184,name-mkt
33070725801,Approach Comunicação,approach.com.br,approach.com.br,,Mídia e Conteúdo,,,,7,6,1246600764,name-mkt
33519938322,Ar Propaganda,arppg.com.br,arppg.com.br,,Mídia e Conteúdo,,,,3,2,,name-mkt
32803230294,Arconel Marketing e Design,arconel.com.br,arconel.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
39596303023,Arena Marketing,arenamarketing.com.br,arenamarketing.com.br,MANAGEMENT_CONSULTING,Mídia e Conteúdo,Brazil,Sao Paulo,Sao Paulo,1,1,,name-mkt
33052006710,Argumento Comunicação,argumentocomunicacao.com.br,argumentocomunicacao.com.br,,Mídia e Conteúdo,,,,4,4,1246600764,name-mkt
34938060393,Aris Marketing Digital,arisdigital.com.br,arisdigital.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
39596150374,Army Marketing,armymkt.com.br,armymkt.com.br,,,,,,1,1,,name-mkt
39596923933,Arriba! Comunicação,arribacomunicacao.com.br,arribacomunicacao.com.br,,,,,,2,2,,name-mkt
33663247004,Art.Co Comunicação e Marketing,artco.com.br,artco.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
33071342879,Arteria Comunicação,arteria.ag,arteria.ag,,Mídia e Conteúdo,,,,2,1,,name-mkt
39073856003,AS Comunicação AG,ascomunicacaoag.com.br,ascomunicacaoag.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
52091382068,AS Comunicação AG,ascominicacaoag.com.br,ascominicacaoag.com.br,,,,,,1,,subscriber,name-mkt
39581873304,Askme,askme.com.br,askme.com.br,MARKETING_AND_ADVERTISING,,Brazil,Sao Paulo,Sao Paulo,1,1,,industry
33658464022,Assessiva Comunicação,assessiva.com.br,assessiva.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
33085423392,At2d Agency,at2d.com.br,at2d.com.br,,Mídia e Conteúdo,,,,9,5,customer,name-agencia
33079063857,Ateliê de Propaganda,ateliedepropaganda.com.br,ateliedepropaganda.com.br,,Mídia e Conteúdo,,,,8,15,1246600764,name-mkt
33755176752,Atitude Comunicação,,,,,,,,1,1,,name-mkt
33665532172,Ativação Live Marketing,ativacaomkt.com.br,ativacaomkt.com.br,,Mídia e Conteúdo,,,,2,2,1246600764,name-mkt
33661853528,ATMO Mídia Digital Corporativa,atmodigital.tv.br,atmodigital.tv.br,,,,,,2,1,,name-mkt
33667644537,Átomo Comunicação,atomocom.com.br,atomocom.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
33073878819,aunica Interactive Marketing,aunica.com,aunica.com,,Mídia e Conteúdo,,,,1,1,,name-mkt
37581113716,Authoria Agência Literária & Studio,authoriastudio.com.br,authoriastudio.com.br,,Serviços Profissionais,,,,1,,,name-agencia
33665843104,Avance Comunicação e Eventos,avanceeventos.com.br,avanceeventos.com.br,,Serviços Administrativos,,,,1,,,name-mkt
33666927029,Avantgarde Brasil Comunicacao Ltda.,avantgardebrasil.com.br,avantgardebrasil.com.br,,,,,,6,5,,name-mkt
33495062170,Aya Live Marketing,momentoaya.com.br,momentoaya.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
49509573174,AYK Agência Digital,aykagenciadigital.com.br,aykagenciadigital.com.br,,Mídia e Conteúdo,,,,2,,1062353184,name-agencia
33071036216,Azul Publicidade,azulpublicidade.com.br,azulpublicidade.com.br,,Mídia e Conteúdo,,,,3,3,,name-mkt
33668109483,B-17 Extreme Marketing,b17.com.br,b17.com.br,,,,,,1,1,,name-mkt
54460193662,B2 Agência,b2agencia.com.br,b2agencia.com.br,,,,,,1,,subscriber,name-agencia
33584784269,B2 Marketing Digital,b2marketingdigital.com.br,b2marketingdigital.com.br,,,,,,1,,,name-mkt
35910905455,B36 Marketing Digital,b36.com.br,b36.com.br,,Mídia e Conteúdo,,,,1,1,,name-mkt
33662318650,Bait Digital Agency,agenciabait.com,agenciabait.com,,Mídia e Conteúdo,,,,1,,,name-agencia
53528529223,Baruco Comunicação,baruco.com.br,baruco.com.br,,Mídia e Conteúdo,,,,1,1,customer,name-mkt
53528590461,Básica Comunicação,www.basicacomunicacoes.com.br,www.basicacomunicacoes.com.br,,,,,,3,2,customer,name-mkt
33518087248,BBDA Marketing Onlife,bbda.com.br,bbda.com.br,,Mídia e Conteúdo,,,,1,1,,name-mkt
54625542215,BC Marketing,bcmarketing.ag,bcmarketing.ag,,,,,,1,,1062353184,name-mkt
33080867100,Bears Marketing,bearsmkt.com,https://www.amgen.com.br/,,Mídia e Conteúdo,,,,4,7,customer,name-mkt
33671381680,BeeWeb Agência Digital,beeweb.com.br,beeweb.com.br,,Mídia e Conteúdo,,,,1,1,,name-agencia
34914433973,Begin Marketing de Relacionamento,beginmkt.com.br,beginmkt.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
39593940853,Bem + Comunicacao Integrada,bemmais.com.br,bemmais.com.br,,,,,,1,1,,name-mkt
39596303015,Bench Comunicação,benchcomunicacao.com,benchcomunicacao.com,,Mídia e Conteúdo,Brazil,Sao Paulo,Vila Mariana,1,2,,name-mkt
39591617143,Bendita Agência,benditaagencia.com.br,benditaagencia.com.br,,,,,,1,1,,name-agencia
39586123641,Bespoke: Custom Agency,bespoke.work,bespoke.work,MANAGEMENT_CONSULTING,,Brazil,Sao Paulo,Sao Paulo,2,2,,name-agencia
38498781773,Bibi Borges Marketing Digital,bibiborgesmkt.com,bibiborgesmkt.com,,Mídia e Conteúdo,,,,3,1,1062353184,name-mkt
45913451425,Bigh Agency,bigh.agency,bigh.agency,BROADCAST_MEDIA,Mídia e Conteúdo,United States,Ohio,Milford,1,1,,name-agencia|domain-agencia
33802586926,BIZZ ASSESSORIA DE MARKETING,,,,Mídia e Conteúdo,,,,1,1,,name-mkt
33081020320,Black Marketing,black-mkt.com.br,black-mkt.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
33654848686,Bliss Marketing,blissmarketing.com.br,blissmarketing.com.br,,,,,,1,1,,name-mkt
37580804021,blood comunicação,bloodcomunicacao.com.br,bloodcomunicacao.com.br,,,,,,6,7,,name-mkt
39593786780,Blue Comunicação Unificada,blue.com.br,blue.com.br,,Tecnologia e Comunicação,Brazil,Sao Paulo,,1,2,,name-mkt
33676713762,Blueberry Marketing Online,bbmarketing.com.br,bbmarketing.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
37584521040,Blueberry Marketing Online,blueberrydigital.com.br,blueberrydigital.com.br,,,,,,1,,,name-mkt
33670296458,Bluebox Comunicação,blueboxcomunicacao.ag,blueboxcomunicacao.ag,,,,,,1,,,name-mkt
33674795681,Blues Propaganda,bluespropaganda.com,bluespropaganda.com,,Mídia e Conteúdo,,,,1,1,,name-mkt
33656707404,BMX3 COMUNICAÇÃO,bmx3.com.br,bmx3.com.br,,,,,,1,,,name-mkt
33751256222,BoasNovas Comunicação,boasnovascomunicacao.com.br,boasnovascomunicacao.com.br,,Mídia e Conteúdo,,,,1,1,,name-mkt
39586277179,Boldness Comunicação,boldnesscomunicacao.com.br,boldnesscomunicacao.com.br,,,,,,1,3,,name-mkt
35634199298,Bop Comunicação Integrada,bop.expert,bop.expert,,Mídia e Conteúdo,,,,1,1,,name-mkt
33759349174,Boreal Agency,,,,Mídia e Conteúdo,,,,1,1,,name-agencia
33660305485,Brado Comunicação,bradocom.com,bradocom.com,,Mídia e Conteúdo,,,,2,3,,name-mkt
39582414657,Brains Live Marketing,agbrains.com.br,agbrains.com.br,MARKETING_AND_ADVERTISING,,Brazil,,,1,,,industry|name-mkt
39628519698,Brambilla Comunicação,brambilla.vc,brambilla.vc,,,Brazil,Sao Paulo,,1,,,name-mkt
33078598500,Brandworks Comunicação,brandworks.com.br,brandworks.com.br,,Mídia e Conteúdo,,,,6,7,,name-mkt
39167878709,Brasileira Comunicação,brasileirapropaganda.com.br,brasileirapropaganda.com.br,BROADCAST_MEDIA,,Brazil,,,1,1,1062353184,name-mkt
32797872408,Breve Marketing,brevemarketing.com,brevemarketing.com,,Mídia e Conteúdo,,,,1,1,1246600764,name-mkt
51974709017,Brezilya Agency,brezilyaagency.com,brezilyaagency.com,,,,,,1,,subscriber,name-agencia
33658154419,Brix Comunicação,brixcomunicacao.com.br,brixcomunicacao.com.br,,Mídia e Conteúdo,,,,3,1,1246600764,name-mkt
33779295051,Brother Comunicação ...,brothercom.com.br,https://www.brothercom.com.br/,,Serviços Administrativos,,,,1,9,customer,name-mkt
33666460997,Bruta Marketing,brutamarketing.com.br,brutamarketing.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
33669502859,Bunch Marketing & Growth,wearebunch.com.br,wearebunch.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
33669988618,Bungalow Agency,bungalowagency.com,bungalowagency.com,,Serviços Administrativos,,,,1,,,name-agencia
33794288745,C2B Agência,,,,,,,,2,2,,name-agencia
33072581011,C4 Publicidade,c4publicidade.com.br,https://www.honda.com.br/,,Indústria,,,,4,6,1246600764,name-mkt
33511408931,C8 Marketing,c8mkt.com.br,c8mkt.com.br,,,,,,1,,,name-mkt
39600815650,Calumma Comunicação - ADAPTUDE,calumma.com.br,calumma.com.br,MARKETING_AND_ADVERTISING,,Brazil,Santa Catarina,Saco Grande,1,1,,industry|name-mkt
33673539481,Camejo Estratégias em Comunicação,camejo.com.br,camejo.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
33084654497,Camilo Comunicação,camilocomunicacao.com.br,camilocomunicacao.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
33508230508,Caramelo Comunicação,caramelocomunicacao.com.br,caramelocomunicacao.com.br,,Mídia e Conteúdo,,,,1,1,,name-mkt
33942251193,Carbono Agência,,,,Mídia e Conteúdo,,,,2,2,,name-agencia
33511563522,Cartê Marketing,carte.marketing,carte.marketing,,Serviços Profissionais,,,,1,3,1246600764,name-mkt|domain-mkt
33670762266,Casa Brasil,agencia.casa,agencia.casa,,Mídia e Conteúdo,,,,1,,,domain-agencia
39583187076,Casa de Bamba Mkt,casadebambamkt.com.br,casadebambamkt.com.br,MARKETING_AND_ADVERTISING,,Brazil,,,1,1,,industry
33942251538,Casulo Comunicação,,,,Mídia e Conteúdo,,,,1,3,,name-mkt
33519013298,CDI Comunicação,cdicom.com.br,cdicom.com.br,,Mídia e Conteúdo,,,,2,1,,name-mkt
39592391342,Central de Propaganda,centraldepropaganda.com.br,centraldepropaganda.com.br,,,Brazil,Sao Paulo,,2,2,,name-mkt
39589529727,Change Comunicação,changecomunicacao.com.br,changecomunicacao.com.br,MARKETING_AND_ADVERTISING,,Brazil,Parana,Agua Verde,1,1,,industry|name-mkt
33662627859,Chleba Agência Digital,chleba.net,chleba.net,,Varejo e Comércio,,,,2,,1246600764,name-agencia
39585657952,Cia Brasileira Trade Marketing,ciabrasileiratrademkt.com.br,ciabrasileiratrademkt.com.br,,Tecnologia e Comunicação,,,,1,1,,name-mkt
33659840825,CIA de Comunicação,ciadom2.com.br,ciadom2.com.br,,Mídia e Conteúdo,,,,2,,,name-mkt
33673693369,Cia Duarte – Agência Full Service,ciaduarte.com.br,ciaduarte.com.br,,Mídia e Conteúdo,,,,1,,,name-agencia
39586432311,Cibratrade - Cia. Brasileira Trade Marketing,cibratrade.com.br,cibratrade.com.br,,Serviços Profissionais,,,,1,1,,name-mkt
39591308851,Class Marketing,classmarketing.com.br,classmarketing.com.br,CONSUMER_SERVICES,,Brazil,,,1,1,,name-mkt
33656707412,Clemente Design Propaganda,clementedesign.com.br,clementedesign.com.br,,Tecnologia e Comunicação,,,,1,1,,name-mkt
34906924977,Clima Comunicação,climacomunicacao.com.br,climacomunicacao.com.br,,Mídia e Conteúdo,,,,2,2,,name-mkt
33052471366,Clube de Mídia,clubedemidia.com.br,clubedemidia.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
39586277180,Colmeia,colmeiaperformance.com.br,colmeiaperformance.com.br,MARKETING_AND_ADVERTISING,,Brazil,,,1,1,,industry
39590380544,Combi Comunicação e Design,combi.com.br,combi.com.br,,Mídia e Conteúdo,Brazil,Parana,,1,2,,name-mkt
33658619722,Competence Comunicação,competence.com.br,competence.com.br,,Mídia e Conteúdo,,,,2,2,,name-mkt
33656707357,Comunic Comunicação Estratégica,comunic.com.br,comunic.com.br,,Mídia e Conteúdo,,,,1,1,,name-mkt
32808024450,Comunicação Corporativa - Preservando Relações,porthiapr.com.br,porthiapr.com.br,,,,,,1,,1062353184,name-mkt
34991390340,Comunicação Encantada,comunicacaoencantada.com.br,comunicacaoencantada.com.br,,Mídia e Conteúdo,,,,1,1,,name-mkt
35326117791,comunicacao.srv.br,comunicacao.srv.br,comunicacao.srv.br,,,,,,1,,1062353184,name-mkt|domain-mkt
33519937288,Confetti Agência,confettiagencia.com.br,confettiagencia.com.br,,Mídia e Conteúdo,,,,4,2,,name-agencia
33660305460,Contexto Mídia,contextomidia.com.br,contextomidia.com.br,,Mídia e Conteúdo,,,,3,4,1246600764,name-mkt
33657690651,Cooperative Marketing Digital,cooperative.com.br,cooperative.com.br,,Varejo e Comércio,,,,1,,,name-mkt
39591617139,Corpo5 Comunicação,corpo5.com.br,corpo5.com.br,,,,,,1,3,,name-mkt
39584265787,CQuattro Comunicação,cquatrocomunica.com,cquatrocomunica.com,,,,,,1,1,,name-mkt
39585813856,Creative Edition,creativeedition.com.br,creativeedition.com.br,MARKETING_AND_ADVERTISING,Mídia e Conteúdo,Brazil,Sao Paulo,,1,1,,industry
33755794955,Criart Midia e Design,,,,Mídia e Conteúdo,,,,1,1,,name-mkt
39586123632,Crossmedia Comunicação,crossmedia.com.br,crossmedia.com.br,,,,,,2,2,,name-mkt
33660305439,CSZ Propaganda,cszpropaganda.com.br,cszpropaganda.com.br,,,,,,1,,,name-mkt
53121915177,Culture,culture-agency.com,culture-agency.com,,,,,,1,,subscriber,domain-agencia
33658619720,CW Marketing,cwmarketing.com.br,cwmarketing.com.br,,,,,,2,,1062353184,name-mkt
33794116511,D&M Assessoria de Marketing,,,,Mídia e Conteúdo,,,,1,1,,name-mkt
33079781465,Damidia Marketing & Conteúdo,damidia.com.br,damidia.com.br,,Mídia e Conteúdo,,,,1,,,name-mkt
33501232483,Dançar Marketing,dancarmarketing.com.br,dancarmarketing.com.br,,Mídia e Conteúdo,,,,1,2,1246600764,name-mkt
32794527665,Daniela Andrade Comunicação,danielaandradecomunicacao.com.br,danielaandradecomunicacao.com.br,,Serviços Profissionais,,,,1,,1062353184,name-mkt
33518087250,Dankie Comunicação,dankie.com.br,dankie.com.br,,,,,,1,,,name-mkt
46750614030,Danthi Comunicação,danthi.com.br,danthi.com.br,,,,,,1,1,,name-mkt
52232969512,DAS Musik Agency,dasmusikbr.com,dasmusikbr.com,,,,,,1,,subscriber,name-agencia
33654538001,DaVinci Marketing e Tecnologia,agenciadavinci.com,agenciadavinci.com,,Mídia e Conteúdo,,,,1,,,name-mkt
33085578088,DCE Agência,dce.com.br,dce.com.br,,Mídia e Conteúdo,,,,2,,,name-agencia
39582028836,De Conti Ações Integradas de Marketing,deconti.com.br,deconti.com.br,,Mídia e Conteúdo,Brazil,,,3,4,,name-mkt
33593582690,De Marco / Plena Publicidade Organização de Eventos Ltda,,,,Serviços Administrativos,,,,1,1,,name-mkt
